DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
O maior desafio foi adaptar meu corpo as condições que possuo para uma boa ergonomia de trabalho.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Continuar com home office, pelo menos 3 vezes por semana.",Empresa,Não temos um time,CLT,CLT,3700,6000,Especialização,Menos de 1,Sênior,Analista,Operações em design (DesignOps),Feminino,Sim,"Sim, 1",Sim,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,37,36 - 41
Onboard de novos colaboradores no time.,A empresa foi positivamente afetada (crescimento no período),Reuniões mais curtas e  produtivas,Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,5700,Mestrado,De 11 a 15,Coordenador/Lead,Liderança,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Pernambuco (PE),Recife,37,36 - 41
Conciliar a vida pessoal com a profissional. Manter-me bem emocionalmente.   Sendo mulher e mãe a sobrecarga de trabalho doméstico me deixou exausta .,Não sei responder / não tenho visibilidade,"Continuar em home office, mas organizar melhor os horários e o meu local de trabalho.",Agência ou consultoria,O time é uma banda de uma pessoa só,CLT,CLT,5500,5100,Especialização,De 6 a 10,Pleno,Analista,UI Designer,Feminino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,Ceará (CE),Fortaleza,37,36 - 41
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Start up,O time é uma banda de uma pessoa só,PJ,PJ,7500,5000,Especialização,De 4 a 5,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,37,36 - 41
"Eu troquei de emprego em maio, na empresa onde estou hj só trabalhei de forma remota até agora, e dessa forma o maior desafio foi me enturmar com as pessoas, ja que só paramos pra conversar em reuniões marcadas. ",A empresa foi levemente afetada (perda de receita de até 15%),"O home office sem dúvida eu quero manter, não perco 4 horas do meu dia no trânsito caótico de SP, tenho mais tempo com a minha família, sou mais produtiva, me cobro mais pois sinto que minhas entregas devem ser perfeitas, sinto mais liberdade e autonomia sobre meu trabalho.",Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6500,5000,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Feminino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),Santo André,37,36 - 41
,A empresa foi levemente afetada (perda de receita de até 15%),home office,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5500,4700,Especialização,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,37,36 - 41
"A adaptação de outras pessoas em relação ao atual normal, reuniões em excesso e em alguns momento falta de tempo para conseguir exercer todas as tarefas diárias.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Proximidade com a família, mais liberdade nos horários, evitar transito, poder estar remoto em qualquer lugar e exercer meu trabalho.",Agência ou consultoria,Equipe que atende a outras áreas,CLT,CLT,13000,4355,Ensino médio completo / superior incompleto,De 6 a 10,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,37,36 - 41
"Organizar o ambiente de trabalho tais como mesa, cadeira, ar-condicionado, estrutura de trabalho de forma geral, organizar/fazer o almoço. Preciso de incentivo financeiro para deixar a workstation em boas condições de trabalho.",A empresa foi positivamente afetada (crescimento no período),"O homeoffice está me beneficiando mais do que atrapalhando. O deslocamento foi bom, redução de gastos com transporte, alimentação. Novas oportunidades de trabalho estão surgindo.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,3900,3800,Especialização,De 6 a 10,Pleno,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Pernambuco (PE),Olinda,37,36 - 41
Saúde mental.,A empresa foi positivamente afetada (crescimento no período),Home office.,Agência ou consultoria,Não temos um time,PJ,PJ,3500,3500,Especialização,Menos de 1,Pleno,Analista,UI Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santana de Parnaíba,37,36 - 41
Alinhar as expectativas e cumprimento de prazos,A empresa foi levemente afetada (perda de receita de até 15%),Home office porém não todos dias da semana. Maior número de reuniões de alinhamento,Empresa,Equipe que atende a outras áreas,CLT,CLT,3500,3400,Especialização,De 1 a 3,Júnior,Analista,UI Designer,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,37,36 - 41
Apresentar para a diretoria que o trabalho em homeoffice é vantajoso e traz resultados.,Não sei responder / não tenho visibilidade,Gostaria de manter o homeoffice.,Empresa,Não temos um time,CLT,CLT,3500,3300,Especialização,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Paraná (PR),Fazenda Rio Grande,37,36 - 41
"Foi encontrar o trabalho. Fiquei desempregado na pandemia, comecei a estudar UX Design, mirando a transição de carreira e consegui meu primeiro emprego na área durante a pandemia.",A empresa foi positivamente afetada (crescimento no período),Trabalho remoto.,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,2100,3200,Especialização,Menos de 1,Júnior,Analista,UX Designer,Masculino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Trabalhava como freelancer fixa e depois da pandemia, perdi esse trabalho fixo e outros dos quais recebia de vez em quando. Agora, depois de 10 meses, está começando a surgir projetos novamente.",A empresa foi gravemente afetada (perda de receita superior a 50%),Definitivamente o trabalho remoto.,Freelancer,,Freelancer ou independente,Freelancer,2000,3000,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi positivamente afetada (crescimento no período),,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,4000,2750,Especialização,De 1 a 3,Sênior,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Criciúma,37,36 - 41
Nenhum. Já trabalhava remoto.,A empresa foi positivamente afetada (crescimento no período),Nada mudou. Já trabalhava remoto.,Empresa,Equipe que atende a outras áreas,CLT,CLT,13500,8000,Mestrado,Mais que 15,Sênior,Analista,Designer de produto,Masculino,Não,"Sim, 3 ou mais",Sim,Branco,Deficiência auditiva,Sim,Pernambuco (PE),Recife,37,36 - 41
Facilitar dinâmicas remotas,A empresa foi levemente afetada (perda de receita de até 15%),Home office,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,10700,10700,Especialização,De 6 a 10,Sênior,Analista,Estrategista de UX,Feminino,Não,"Sim, 1",Sim,Branco,Deficiência auditiva,Sim,São Paulo (SP),São Paulo,37,36 - 41
"contratações e intregações com equipe, 100% remota",A empresa foi levemente afetada (perda de receita de até 15%),Tempo para as refeições do dia :D,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,,,Superior completo,De 11 a 15,Coordenador/Lead,Liderança,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi levemente afetada (perda de receita de até 15%),,Freelancer,,PJ,PJ,4000,4500,Especialização,De 1 a 3,Trabalho de forma independente ou como freelancer,Freelancer,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Sim,Não,Não,Branco,Outro (especifique),Sim,Rio de Janeiro (RJ),Rio de Janeiro,37,36 - 41
Absiedade,A empresa foi positivamente afetada (crescimento no período),Home office,Outro,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,,,Especialização,De 6 a 10,Trabalho de forma independente ou como freelancer,Freelancer,CX / Operações / Suporte,Masculino,Sim,"Sim, 1",Sim,Indígena,Não tenho,Não,Não moro no Brasil,Berlim,37,36 - 41
"compreender percepção dos clientes x a nossa realidade que já era remota, se iriam manter ou não... ",A empresa foi levemente afetada (perda de receita de até 15%),"proximidade com a familia, empatia de clientes e colegas de trabalho sobre relação do home office sem precisar usar desculpas para isso.",Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,Sócio ou proprietário,Sócio ou proprietário,,,Especialização,Mais que 15,C-level,Liderança,Estrategista de UX,Feminino,Não,"Sim, 2",Sim,Pardo,Deficiência visual (fora daltonismo),Sim,São Paulo (SP),Itu,38,36 - 41
Contato humano. Tudo demora mais para ser resolvido de forma remota. Prefiro sentar do lado do sujeito e rapidamente resolver o assunto,A empresa foi gravemente afetada (perda de receita superior a 50%),Nunca gostei de trabalhar de casa. Mas um dia de home-office por semana seria legal pós pandemia,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,25000,25000,Especialização,De 4 a 5,Gerente/Head,Liderança,Gerente de produto / PO / Product Manager,Masculino,Não,Não,Não,Asiático,Não tenho,Não,Não moro no Brasil,Amsterdam,38,36 - 41
"Conciliar a gestão de diferentes designers e suas características pessoais no dia-a-dia, garantindo mesmo de forma remota um lugar apropriado pra que façam seu trabalho",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Manter um % considerável do tempo de trabalho de forma remota e voltar a atuar um pouco mais perto do hands on dos projetos.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,23000,23000,Mestrado,De 11 a 15,Gerente/Head,Liderança,Outro (especifique),Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,38,36 - 41
"Ficar no mesmo ambiente por muito tempo, pois trabalho criativo/design é feito de experiências e contato humano, e devido a pandemia estamos limitados... ",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Mais trabalho remoto e mais tempo com a família,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,20000,19000,Especialização,De 11 a 15,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,38,36 - 41
Perder toda minha equipe e ter que tocar todos os projetos sozinho.,A empresa foi levemente afetada (perda de receita de até 15%),Networking / Troca de idéias,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,21000,18000,Superior completo,De 11 a 15,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,"Sim, 2",Sim,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
Quantidade de reuniões para qualquer tema.,A empresa foi positivamente afetada (crescimento no período),Homeoffice,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,17500,17050,Especialização,Mais que 15,Coordenador/Lead,Liderança,Estrategista de UX,Masculino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
conciliar a rotina com filho pequeno,A empresa foi positivamente afetada (crescimento no período),pontualidade nas reunioes,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,16000,16000,Especialização,De 6 a 10,Gerente/Head,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
No meio da pandemia perdi meu emprego e a busca de um novo emprego foi bem desafiador,A empresa foi positivamente afetada (crescimento no período),A liberdade de realizar home office,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10000,16000,Especialização,Mais que 15,Líder técnico ou especialista,Liderança,UX Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,38,36 - 41
Se adequar de forma rápida a dinamicas remotas que os times do cliente não estavam acostumados. Resiliência foi a palavra chave pra esse momento.,A empresa foi positivamente afetada (crescimento no período),Rotina de home office ou teletrabalho.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,17800,14890,Superior completo,De 11 a 15,Gerente/Head,Liderança,Outro (especifique),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Campinas,38,36 - 41
,A empresa foi positivamente afetada (crescimento no período),trabalhar alguns dias da semana em casa,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,15500,14500,Especialização,De 6 a 10,Gerente/Head,Liderança,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
"Estrutura, Internet, Filhos",A empresa foi positivamente afetada (crescimento no período),Estar mais perto dos filhos,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,15965,14000,Especialização,Mais que 15,Coordenador/Lead,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,38,36 - 41
"Não considero o trabalho remoto nesse momento - e sim trabalho em confinamento, o que muda a perspectiva de tudo. Não deixo meu filho na escola e nossa rede de apoio esta limitada, assim o trabalho remoto fica comprometido, como a relação pessoal.",A empresa foi positivamente afetada (crescimento no período),"A proximidade com a familia, trabalhar de casa, poder dar almoco e banho no meu filho e mesmo assim me manter produtivo. É uma incrível perda de tempo o que gastamos no transito em sp ",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,18000,14000,Superior completo,Mais que 15,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,"Sim, 1",Sim,Prefiro não dizer,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
"Criar rotinas que mudassem um pouco os dias, que ficavam sempre iguais: dormir > trabalhar > comer > dormir",Não sei responder / não tenho visibilidade,"Gostei da experiência de ficar direto em casa. Mesmo que não seja 100% remoto, ter a possibilidade de ir para o escritório ou não é ótimo.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,14500,12000,Outro,Mais que 15,Coordenador/Lead,Liderança,Outro (especifique),Masculino,Não,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,38,36 - 41
Motar meu ambiente de trabalho.,A empresa foi positivamente afetada (crescimento no período),Poder fazer alguns dias de homeoffice,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,14000,12000,Especialização,De 11 a 15,Coordenador/Lead,Liderança,Operações em design (DesignOps),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,38,36 - 41
Demonstrar que as dinâmicas remotas tem muito valor e alcançam um ótimo resultado,A empresa foi positivamente afetada (crescimento no período),"Trabalho remoto parcial, poder morar no interior ",Start up,Equipe que atende a outras áreas,CLT,CLT,13000,12000,Ensino médio completo / superior incompleto,De 6 a 10,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),Piracaia,38,36 - 41
